331	39	38	42
332	32	37	42
333	27	37	43
334	21	37	45
337	12	37	46
339	12	38	46
343	18	38	45
350	27	39	43
357	34	38	43
362	42	38	43
330	32	39	43
362	58	39	43
362	59	38	43
364	59	38	43
357	52	37	43
342	42	37	43
340	36	38	42
332	29	38	41
332	28	39	41
325	22	40	41
319	20	40	41
321	21	39	41
321	24	38	41
323	29	37	41
329	31	38	41
331	32	38	41
332	29	38	40
339	31	39	40
338	27	39	40
339	21	40	40
346	21	40	40
353	26	40	41
366	33	40	41
374	44	39	41
365	31	37	43
379	29	37	43
364	27	36	42
365	29	36	43
380	26	36	41
380	27	37	40
385	29	37	39
374	29	37	39
374	28	36	39
374	28	35	40
371	30	32	42
370	48	33	41
360	37	34	40
340	19	34	40
324	23	35	40
308	15	36	41
306	21	37	41
304	22	37	41
305	28	38	42
311	31	38	41
311	31	38	43
310	28	39	43
308	22	40	44
302	15	40	46
300	14	42	46
301	10	42	47
299	13	43	47
300	14	44	47
307	13	46	48
318	10	45	50
325	8	46	51
325	9	48	51
326	11	49	52
324	12	49	51
323	12	50	51
323	10	52	50
315	3	52	50
309	3	51	50
316	0	52	50
302	3	52	50
288	10	54	50
280	26	54	50
287	51	53	49
312	103	54	49
320	150	54	50
346	158	54	50
341	162	53	50
339	175	54	51
333	186	53	51
325	181	52	52
306	162	51	54
286	143	52	55
265	119	53	56
251	101	54	57
237	71	55	57
218	56	51	61
197	25	52	61
181	19	53	62
160	25	53	61
145	11	55	61
147	14	56	60
140	24	56	61
150	21	57	60
152	31	58	59
154	53	54	63
157	51	53	64
